,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
32,0,,,,0,0,0,,,0.0,,,438,,,145,,0,0,0.0,,0.0,,2023-12-06T19:30:00Z,,,,0,,,10,0,,0,0,,0,15,0,7412,,,,0,5,0.0,0,-91,0,91,39,False,,0,0.00,0.00,0.00,0.00,0.0
33,0,,,,0,0,0,,,0.0,,,438,,,139,,0,0,0.0,,0.0,,2023-12-02T17:30:00Z,,,,0,,,9,0,,0,0,,0,14,0,7498,,,,1,0,0.0,0,-114,0,114,39,True,,0,0.00,0.00,0.00,0.00,0.0
34,0,,,,0,0,0,,,0.0,,,438,,,128,,0,0,0.0,,0.0,,2023-11-25T15:00:00Z,,,,0,,,5,0,,0,0,,0,13,0,7587,,,,3,2,0.0,0,-220,0,220,39,True,,0,0.00,0.00,0.00,0.00,0.0
35,0,,,,0,0,0,,,0.0,,,438,,,119,,0,0,0.0,,0.0,,2023-11-12T14:00:00Z,,,,0,,,19,0,,0,0,,0,12,0,7824,,,,2,3,0.0,0,-209,0,209,39,False,,0,0.00,0.00,0.00,0.00,0.0
36,0,,,,0,0,0,,,0.0,,,438,,,108,,0,0,0.0,,0.0,,2023-11-05T14:00:00Z,,,,0,,,2,0,,0,0,,0,11,0,8033,,,,0,2,0.0,0,-272,0,272,39,True,,0,0.00,0.00,0.00,0.00,0.0
37,0,,,,0,0,0,,,0.0,,,438,,,97,,0,0,0.0,,0.0,,2023-10-29T14:00:00Z,,,,0,,,11,0,,0,0,,0,10,0,8302,,,,0,3,0.0,0,-313,0,313,39,False,,0,0.00,0.00,0.00,0.00,0.0
38,0,,,,0,0,0,,,0.0,,,438,,,88,,0,0,0.0,,0.0,,2023-10-21T14:00:00Z,,,,0,,,12,0,,0,0,,0,9,0,8603,,,,2,2,0.0,0,-448,0,448,39,True,,0,0.00,0.00,0.00,0.00,0.0
39,0,,,,0,0,0,,,0.0,,,438,,,74,,0,0,0.0,,0.0,,2023-10-07T16:30:00Z,,,,0,,,8,0,,0,0,,0,8,0,9033,,,,0,0,0.0,0,-644,0,644,39,False,,0,0.00,0.00,0.00,0.00,0.0
40,0,,,,0,0,0,,,0.0,,,438,,,67,,0,0,0.0,,0.0,,2023-10-01T13:00:00Z,,,,0,,,4,0,,0,0,,0,7,0,9635,,,,1,1,0.0,0,-1025,0,1025,39,True,,0,0.00,0.00,0.00,0.00,0.0
41,0,,,,0,0,0,,,0.0,,,438,,,59,,0,0,0.0,,0.0,,2023-09-23T14:00:00Z,,,,0,,,13,0,,0,0,,0,6,0,10713,,,,0,2,0.0,0,-962,265,1227,39,False,,0,0.00,0.00,0.00,0.00,0.0
42,0,,,,0,0,0,,,0.0,,,438,,,47,,0,0,0.0,,0.0,,2023-09-18T18:45:00Z,,,,0,,,6,0,,0,0,,0,5,0,11567,,,,1,1,0.0,0,-399,239,638,40,True,,0,0.00,0.00,0.00,0.00,0.0
43,0,,,,0,0,0,,,0.0,,,438,,,35,,0,0,0.0,,0.0,,2023-09-02T14:00:00Z,,,,0,,,7,0,,0,0,,0,4,0,11229,,,,1,0,0.0,0,-709,203,912,40,False,,0,0.00,0.00,0.00,0.00,0.0
44,0,,,,0,0,0,,,0.0,,,438,,,28,,0,0,0.0,,0.0,,2023-08-26T14:00:00Z,,,,0,,,14,0,,0,0,,0,3,0,11438,,,,2,3,0.0,0,-873,330,1203,40,False,,0,0.00,0.00,0.00,0.00,0.0
45,0,,,,0,0,0,,,0.0,,,438,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,17,0,,0,0,,0,2,0,11724,,,,1,2,0.0,0,-766,442,1208,40,True,,0,0.00,0.00,0.00,0.00,0.0
