,Unnamed: 0.1,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
13,13,13,0,0,0,0,0.0,660,316,0,0,0.0,0.0,2022-04-10T15:30:00Z,0,12,0,0,0,0,32,0,836,2,2,0.0,0,-3,16,19,40,False,0,,,,,,2
14,14,14,0,0,0,0,0.0,660,294,0,0,0.0,0.0,2022-04-19T19:00:00Z,0,13,0,0,0,0,33,0,886,0,4,0.0,0,-3,13,16,40,True,0,,,,,,2
15,15,15,0,0,0,0,0.0,660,338,0,0,0.0,0.0,2022-04-24T15:30:00Z,0,8,0,0,0,0,34,0,906,0,2,0.0,0,-8,8,16,40,True,0,,,,,,2
16,16,16,0,0,0,0,0.0,660,345,0,0,0.0,0.0,2022-04-30T11:30:00Z,0,14,0,0,0,0,35,0,936,1,0,0.0,0,-8,11,19,40,False,0,,,,,,2
17,17,17,0,0,0,0,0.0,660,358,0,0,0.0,0.0,2022-05-07T18:45:00Z,0,17,0,0,0,0,36,0,960,1,1,0.0,0,-13,11,24,40,True,0,,,,,,2
18,18,18,0,0,0,0,0.0,660,321,0,0,0.0,0.0,2022-05-10T19:00:00Z,0,2,0,0,0,0,36,0,960,2,1,0.0,0,-13,11,24,40,False,0,,,,,,2
19,19,19,0,0,0,0,0.0,660,366,0,0,0.0,0.0,2022-05-17T18:45:00Z,0,16,0,0,0,0,37,0,1005,2,1,0.0,0,-2,19,21,40,False,0,,,,,,2
20,20,20,0,0,0,0,0.0,660,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,20,0,0,0,0,38,0,1042,1,3,0.0,0,7,30,23,40,True,0,,,,,,2
21,21,21,0,0,0,0,0.0,626,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,7,0,0,0,0,1,0,2323,1,1,0.0,0,0,0,0,40,False,0,0.0,0.0,0.0,0.0,0.0,2
22,22,22,0,0,0,0,0.0,626,14,0,0,0.0,0.0,2023-08-19T14:00:00Z,0,3,0,0,0,0,2,0,3758,1,3,0.0,0,-136,260,396,40,True,0,0.0,0.0,0.0,0.0,0.0,2
23,23,23,0,0,2,0,0.1,626,29,0,0,0.2,2.2,2023-08-27T15:30:00Z,13,15,0,0,0,0,3,0,4054,2,1,0.0,1,-251,251,502,40,False,0,0.0,0.0,0.0,0.4,0.0,2
24,24,24,0,0,3,0,0.1,626,37,0,0,0.4,3.8,2023-09-03T13:00:00Z,19,2,0,0,0,0,4,0,5460,0,3,0.0,1,632,1139,507,40,True,0,0.0,0.0,0.0,0.08,0.0,2
25,25,25,0,0,22,0,1.9,626,50,1,0,2.6,23.6,2023-09-16T11:30:00Z,82,20,0,0,0,0,5,0,7418,3,1,0.0,2,1058,1807,749,40,False,0,0.01,0.01,0.0,0.51,1.0,2
26,26,26,0,0,0,0,0.0,626,57,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,19,0,0,0,0,6,0,9559,1,3,0.0,0,1730,2456,726,40,True,0,0.0,0.0,0.0,0.0,0.0,2
27,27,27,0,0,0,0,0.0,626,68,0,0,0.0,0.0,2023-09-30T16:30:00Z,0,18,0,0,0,0,7,0,10126,1,2,0.0,0,467,1504,1037,40,False,0,0.0,0.0,0.0,0.0,0.0,2
28,28,28,0,0,0,0,0.0,626,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,11012,2,2,0.0,0,592,1606,1014,40,False,0,0.0,0.0,0.0,0.0,0.0,2
29,29,29,0,0,0,0,0.0,626,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,9,0,0,0,0,9,0,11642,0,2,0.0,0,323,1261,938,40,True,0,0.0,0.0,0.0,0.0,0.0,2
30,30,30,0,0,0,0,0.0,626,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,16,0,0,0,0,10,0,11549,0,3,0.0,0,-239,729,968,40,True,0,0.0,0.0,0.0,0.0,0.0,2
31,31,31,0,0,0,0,0.0,626,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,12,0,0,0,0,11,0,11317,1,1,0.0,0,-308,569,877,40,False,0,0.0,0.0,0.0,0.0,0.0,2
32,32,32,0,0,5,0,0.3,626,117,0,0,0.5,4.4,2023-11-12T14:00:00Z,1,4,0,0,0,0,12,0,11391,0,3,0.0,1,-65,549,614,40,True,0,0.0,0.0,0.0,0.01,0.0,2
33,33,33,0,0,0,0,0.0,626,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,13,0,0,0,0,13,0,11460,1,1,0.0,0,-92,605,697,40,False,0,0.0,0.0,0.0,0.0,0.0,2
34,34,34,0,0,0,0,0.0,626,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,11342,3,4,0.0,0,-209,357,566,40,True,0,0.0,0.0,0.0,0.0,0.0,2
35,35,35,0,0,0,0,0.0,626,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,11419,2,0,0.0,0,-23,388,411,40,False,0,0.0,0.0,0.0,0.0,0.0,2
36,36,36,0,0,4,0,1.4,626,153,0,0,0.2,1.0,2023-12-09T12:30:00Z,56,8,0,0,0,0,16,0,11792,2,1,0.0,1,236,725,489,40,False,0,0.01,0.01,0.0,0.53,1.0,2
37,37,37,0,0,0,0,0.0,626,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,12350,0,0,0.0,0,369,1122,753,40,True,0,0.0,0.0,0.0,0.0,0.0,2
38,38,38,0,0,0,0,0.0,626,174,0,0,0.0,0.0,2023-12-23T17:30:00Z,0,1,0,0,0,0,18,0,12136,1,1,0.0,0,-238,334,572,40,True,0,0.0,0.0,0.0,0.0,0.0,2
39,39,39,0,0,21,1,1.9,626,185,0,0,1.4,8.2,2023-12-26T17:30:00Z,90,6,0,0,0,0,19,0,12464,2,0,4.0,6,196,627,431,40,False,0,0.01,0.07,0.06,0.76,1.0,2
40,40,40,0,0,9,0,0.7,407,194,3,0,2.5,24.4,2024-01-01T20:00:00Z,81,11,0,0,0,0,20,0,461682,2,4,0.0,1,-28887,13270,42157,44,False,0,0.0,0.0,0.0,6.05,1.0,2
41,41,41,0,0,4,0,0.3,407,189,2,0,1.5,10.0,2023-12-26T12:30:00Z,54,16,0,0,0,0,19,0,493435,3,1,5.0,0,63110,71116,8006,44,True,0,0.0,0.06,0.06,2.45,1.0,2
42,42,42,0,0,11,0,2.3,407,175,1,0,2.4,13.8,2023-12-23T15:00:00Z,84,12,0,0,0,0,18,0,443063,0,1,8.0,2,136054,139389,3335,44,False,0,0.01,0.01,0.0,1.79,1.0,2
43,43,43,0,2,33,1,2.5,407,168,0,1,11.9,48.6,2023-12-16T15:00:00Z,83,10,0,0,0,0,17,0,288290,0,3,68.0,14,-10113,7777,17890,44,True,0,0.01,1.17,1.16,0.2,1.0,2
44,44,44,0,0,0,0,0.0,407,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,18,0,0,0,0,16,0,297697,1,4,0.0,0,-31358,139,31497,44,False,0,0.0,0.0,0.0,0.0,0.0,2
45,45,45,0,0,0,0,0.0,407,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,329007,0,3,0.0,0,-48223,128,48351,44,False,0,0.0,0.0,0.0,0.0,0.0,2
46,46,46,0,0,0,0,0.0,407,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,375928,0,1,0.0,0,-83974,206,84180,45,True,0,0.0,0.0,0.0,0.0,0.0,2
47,47,47,0,0,0,0,0.0,407,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,7,0,0,0,0,13,0,452724,1,4,0.0,0,-207136,396,207532,45,True,0,0.0,0.0,0.0,0.0,0.0,2
48,48,48,0,0,0,0,0.0,407,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,648675,0,2,0.0,0,-593778,5250,599028,46,False,0,0.0,0.0,0.0,0.0,0.0,2
49,49,49,0,0,0,0,0.7,407,107,0,0,1.4,13.0,2023-11-04T17:30:00Z,45,1,0,0,0,0,11,0,1253318,0,1,0.0,1,-75244,46865,122109,47,True,0,0.0,0.0,0.0,0.37,1.0,2
50,50,50,0,0,7,0,1.0,407,100,2,0,3.4,15.6,2023-10-28T16:30:00Z,90,20,0,0,0,0,10,0,1332171,2,2,17.0,0,122166,185594,63428,47,False,1,0.0,0.07,0.07,0.98,1.0,2
51,51,51,0,0,26,1,1.9,407,87,0,0,1.7,15.0,2023-10-21T14:00:00Z,90,8,0,0,0,0,9,0,1208039,0,4,0.0,6,204838,243717,38879,47,True,0,0.02,0.02,0.0,1.21,1.0,2
52,52,52,0,0,15,0,18.8,407,79,2,0,6.0,14.8,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,0,1002483,2,2,26.0,1,547502,616582,69080,46,False,0,0.19,0.34,0.15,1.22,1.0,2
53,53,53,0,0,20,1,1.1,407,66,0,0,1.6,11.0,2023-09-30T14:00:00Z,90,6,0,0,0,0,7,0,429291,0,2,4.0,6,84965,127020,42055,45,True,0,0.0,0.18,0.18,0.65,1.0,2
54,54,54,0,0,42,1,5.7,407,60,0,1,9.9,50.6,2023-09-24T15:30:00Z,90,17,0,0,0,0,6,0,343621,8,0,43.0,12,35721,48374,12653,45,False,0,0.05,0.4,0.35,0.94,1.0,2
55,55,55,0,0,25,1,12.6,407,46,0,0,3.4,19.8,2023-09-16T16:30:00Z,90,4,0,0,0,0,5,0,304755,0,1,2.0,6,13344,43255,29911,45,True,0,0.02,0.02,0.0,0.54,1.0,2
56,56,56,0,0,4,0,0.3,407,33,3,0,0.5,0.2,2023-09-02T16:30:00Z,90,5,0,0,0,0,4,0,285799,1,3,4.0,0,-2094,17617,19711,45,False,1,0.0,0.0,0.0,1.42,1.0,2
57,57,57,0,0,15,0,12.2,407,29,2,0,3.7,23.2,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,0,283304,2,1,2.0,1,-11656,9177,20833,45,True,0,0.01,0.01,0.0,0.95,1.0,2
58,58,58,0,0,12,0,1.8,407,16,1,0,1.6,14.0,2023-08-19T19:00:00Z,90,13,0,0,0,0,2,0,289167,0,1,0.0,2,-11219,12033,23252,45,False,0,0.01,0.01,0.0,1.09,1.0,2
